step,episode,kind,ep_return,ep_length,ep_success,rolling_success_100,epsilon,loss,q_mean,q_tot_mean,eval_return_mean,eval_return_std,eval_success_rate,eval_length_mean
20,1,train,-0.01666666666666672,20,0,0.0,0.99639,,,,,,,
40,2,train,1.05,20,0,0.0,0.99259,,,,,,,
60,3,train,0.38333333333333314,20,0,0.0,0.98879,,,,,,,
80,4,train,0.8166666666666668,20,0,0.0,0.98499,,,,,,,
100,5,train,-0.55,20,0,0.0,0.98119,,,,,,,
120,6,train,0.23333333333333345,20,0,0.0,0.97739,,,,,,,
140,7,train,-0.03333333333333336,20,0,0.0,0.97359,,,,,,,
160,8,train,0.2166666666666665,20,0,0.0,0.96979,,,,,,,
180,9,train,0.4666666666666668,20,0,0.0,0.96599,,,,,,,
200,10,train,0.04999999999999999,20,0,0.0,0.96219,,,,,,,
220,11,train,0.5500000000000003,20,0,0.0,0.95839,,,,,,,
240,12,train,0.1333333333333335,20,0,0.0,0.95459,,,,,,,
260,13,train,0.46666666666666656,20,0,0.0,0.95079,,,,,,,
280,14,train,0.7999999999999999,20,0,0.0,0.94699,,,,,,,
300,15,train,0.38333333333333336,20,0,0.0,0.94319,,,,,,,
320,16,train,0.06666666666666662,20,0,0.0,0.9393900000000001,,,,,,,
340,17,train,-0.20000000000000004,20,0,0.0,0.93559,,,,,,,
360,18,train,0.48333333333333334,20,0,0.0,0.93179,,,,,,,
380,19,train,-0.21666666666666673,20,0,0.0,0.92799,,,,,,,
400,20,train,-0.11666666666666668,20,0,0.0,0.9241900000000001,,,,,,,
420,21,train,0.8833333333333335,20,0,0.0,0.92039,,,,,,,
435,22,train,2.433333333333333,15,1,0.045454545454545456,0.91754,,,,,,,
455,23,train,0.29999999999999993,20,0,0.043478260869565216,0.91374,,,,,,,
475,24,train,-0.1666666666666668,20,0,0.041666666666666664,0.90994,,,,,,,
495,25,train,-0.7,20,0,0.04,0.90614,,,,,,,
511,26,train,2.1733333333333333,16,1,0.07692307692307693,0.9031,0.025082111358642578,,0.12396939098834991,,,,
531,27,train,0.05,20,0,0.07407407407407407,0.8993,0.034853335469961166,,0.17082449793815613,,,,
551,28,train,-0.45,20,0,0.07142857142857142,0.8955,0.029641900211572647,,0.07723622769117355,,,,
571,29,train,0.4999999999999999,20,0,0.06896551724137931,0.8917,0.026997260749340057,,0.05518949776887894,,,,
578,30,train,2.1799999999999997,7,1,0.1,0.89037,0.03408033773303032,,0.10700612515211105,,,,
598,31,train,-0.3833333333333333,20,0,0.0967741935483871,0.88657,0.03526869788765907,,0.20284637808799744,,,,
618,32,train,0.1333333333333333,20,0,0.09375,0.88277,0.04777953773736954,,0.04080503433942795,,,,
638,33,train,0.46666666666666673,20,0,0.09090909090909091,0.87897,0.028072038665413857,,0.04463787004351616,,,,
658,34,train,1.1333333333333333,20,0,0.08823529411764706,0.87517,0.024005509912967682,,0.1097562164068222,,,,
678,35,train,0.9166666666666665,20,0,0.08571428571428572,0.87137,0.03431224077939987,,0.09544311463832855,,,,
698,36,train,0.1333333333333333,20,0,0.08333333333333333,0.86757,0.01716252788901329,,0.11708353459835052,,,,
718,37,train,0.6166666666666667,20,0,0.08108108108108109,0.86377,0.055695854127407074,,0.3499642014503479,,,,
738,38,train,0.1333333333333332,20,0,0.07894736842105263,0.85997,0.02241252176463604,,0.3139379024505615,,,,
758,39,train,0.5,20,0,0.07692307692307693,0.85617,0.020365726202726364,,0.32025593519210815,,,,
778,40,train,0.8666666666666667,20,0,0.075,0.85237,0.028314968571066856,,0.2517019510269165,,,,
798,41,train,-0.11666666666666661,20,0,0.07317073170731707,0.84857,0.024962730705738068,,0.3207370340824127,,,,
818,42,train,0.6833333333333333,20,0,0.07142857142857142,0.84477,0.02388227917253971,,0.2660232186317444,,,,
838,43,train,1.85,20,1,0.09302325581395349,0.84097,0.024340923875570297,,0.2986432909965515,,,,
858,44,train,0.13333333333333308,20,0,0.09090909090909091,0.83717,0.032699327915906906,,0.3292813301086426,,,,
867,45,train,2.41,9,1,0.1111111111111111,0.83546,0.03784722089767456,,0.2996050715446472,,,,
887,46,train,0.5499999999999998,20,0,0.10869565217391304,0.8316600000000001,0.014648974873125553,,0.25869831442832947,,,,
907,47,train,-0.11666666666666672,20,0,0.10638297872340426,0.82786,0.029201649129390717,,0.3947155475616455,,,,
926,48,train,2.01,19,1,0.125,0.82425,0.018085192888975143,,0.4074922204017639,,,,
933,49,train,2.3466666666666667,7,1,0.14285714285714285,0.82292,0.04179535061120987,,0.43848347663879395,,,,
953,50,train,0.4166666666666665,20,0,0.14,0.81912,0.03787959739565849,,0.4281262159347534,,,,
953,50,eval,,,,,0.81912,,,,0.8694999999999998,0.8042507037264217,0.2,16.8
973,51,train,0.55,20,0,0.13725490196078433,0.81532,0.030724449083209038,,0.43840527534484863,,,,
993,52,train,1.0333333333333332,20,0,0.1346153846153846,0.81152,0.02762390673160553,,0.5357755422592163,,,,
1013,53,train,0.5166666666666667,20,0,0.1320754716981132,0.80772,0.0261965524405241,,0.41093766689300537,,,,
1033,54,train,0.5833333333333333,20,0,0.12962962962962962,0.80392,0.031053438782691956,,0.42231541872024536,,,,
1053,55,train,0.44999999999999996,20,0,0.12727272727272726,0.8001199999999999,0.020539812743663788,,0.36849141120910645,,,,
1055,56,train,2.23,2,1,0.14285714285714285,0.79974,0.030864853411912918,,0.3815125524997711,,,,
1075,57,train,0.30000000000000016,20,0,0.14035087719298245,0.79594,0.038615040481090546,,0.457380473613739,,,,
