n_agents,comparison,delta,cohen_d,welch_raw_p,welch_holm_p,mannwhitney_p,sig_holm,sig_mwu
3,attention-graph: GAT-QMIX - MLP-QMIX,-8.122221710109145,-0.7949290235250062,0.1009773673414445,0.27624524423161606,0.04515456962427901,False,True
3,attention-vs-GCN: GAT-QMIX - GNN-QMIX,-10.07985907523127,-0.7963379350404305,0.09208174807720536,0.27624524423161606,0.08897301170181328,False,False
3,net: GAT-QMIX - QMIX,-7.547150410579945,-0.7234240557656613,0.13025517605673245,0.27624524423161606,0.03763531378731424,False,True
6,attention-graph: GAT-QMIX - MLP-QMIX,-12.225395696202504,-0.7077459979290229,0.135503306500346,0.406509919501038,0.14046504815835498,False,False
6,attention-vs-GCN: GAT-QMIX - GNN-QMIX,8.554837127196876,0.45309199901812675,0.3253707829661219,0.6507415659322437,0.4273553138978077,False,False
6,net: GAT-QMIX - QMIX,2.3987884941845863,0.12691645603581111,0.7800340150524384,0.7800340150524384,0.7913367801006604,False,False
