a,b,mean_a,mean_b,stat,p_raw,p_holm,test
iql,vdn,35.54333333333333,65.03999999999999,-10.454847316621025,0.005177065169039025,0.025885325845195123,welch
iql,qmix,35.54333333333333,84.27333333333333,-61.331323778319074,0.00020322912738907873,0.0012193747643344723,welch
iql,gnn_qmix,35.54333333333333,58.47,-1.710027051490281,0.22853250621702376,0.581008310185372,welch
vdn,qmix,65.03999999999999,84.27333333333333,-7.09300177780285,0.01913444399048017,0.07653777596192068,welch
vdn,gnn_qmix,65.03999999999999,58.47,0.4811226889250017,0.6747271956151178,0.6747271956151178,welch
qmix,gnn_qmix,84.27333333333333,58.47,1.9278474068177638,0.19366943672845732,0.581008310185372,welch
