arm,n,mean,ci_lo,ci_hi
dgn_complete,12,50.45789930555555,50.10828995742977,50.80750865368133
dgn_true,12,53.40815972222222,52.29443167876788,54.52188776567657
gat_complete,12,50.419097222222234,50.10039012975248,50.737804314691985
gat_true,12,52.340711805555564,50.86498298190417,53.81644062920696
gcn_complete,12,50.48229166666666,49.94090587867182,51.0236774546615
gnn_true,12,52.66501736111112,51.34609888477507,53.98393583744717
mlp,12,50.228906249999994,49.61183664620387,50.84597585379612
