arm,n,mean,ci_lo,ci_hi
mlp,12,50.228906249999994,49.61183664620387,50.84597585379612
gnn_true,12,52.66501736111112,51.34609888477507,53.98393583744717
gnn_wrong,12,50.07335069444445,49.646932282314786,50.499769106574114
gnn_complete,12,50.48229166666666,49.94090587867182,51.0236774546615
