arm,n,mean,ci_lo,ci_hi
mlp,12,49.85069444444445,49.32545610540268,50.37593278348622
gnn_true,12,66.10364583333333,63.55927904353447,68.6480126231322
gnn_wrong,12,50.41597222222222,49.81297898284983,51.01896546159462
gnn_complete,12,50.94479166666667,50.15864394782217,51.730939385511164
