arm,n,mean,ci_lo,ci_hi
mlp,12,66.55746527777778,66.09450180637563,67.02042874917993
gnn_true,12,82.96597222222222,78.03560441980494,87.8963400246395
gnn_wrong,12,66.75243055555555,66.19473057110145,67.31013054000965
gnn_complete,12,67.3092013888889,66.78688368326505,67.83151909451274
