comparison,advantage,cohens_d,welch_p_holm,mwu_p,significant
gnn_true_vs_mlp,2.436111111111124,1.503272768957929,0.004187480812324184,0.0011061781840807242,True
gnn_true_vs_gnn_wrong,2.5916666666666686,1.6800188572311454,0.0035036706335658434,0.00024620623282277246,True
gnn_true_vs_gnn_complete,2.182725694444457,1.3756562747967727,0.004350132277058337,0.0016520394562341636,True
