comparison,advantage,cohens_d,welch_p_holm,mwu_p,significant
gnn_true_vs_mlp,45.6898611111111,172.9400955347919,2.3819419923630994e-25,3.644202729246209e-05,True
gnn_true_vs_gnn_wrong,45.56777777777777,163.4348988247055,4.187618624193786e-25,3.644202729246209e-05,True
gnn_true_vs_gnn_complete,33.095972222222215,94.04172547272832,3.0707750031667836e-22,3.644202729246209e-05,True
