comparison,advantage,cohens_d,welch_p_holm,mwu_p,significant
gnn_true_vs_mlp,22.616145833333334,5.4362507276198455,5.840634360207039e-08,3.6584553538971e-05,True
gnn_true_vs_gnn_wrong,22.54027777777778,5.494019874462925,5.840634360207039e-08,3.6584553538971e-05,True
gnn_true_vs_gnn_complete,22.54427083333333,5.469175125423108,5.840634360207039e-08,3.6584553538971e-05,True
