comparison,advantage,cohens_d,welch_p_holm,mwu_p,significant
gnn_true_vs_mlp,11.804166666666667,3.2552187311986884,1.585380293373288e-05,3.6584553538971e-05,True
gnn_true_vs_gnn_wrong,11.755729166666661,3.2173637328862346,1.585380293373288e-05,3.6584553538971e-05,True
gnn_true_vs_gnn_complete,11.159201388888881,3.04293229262939,1.585380293373288e-05,4.6948725649538774e-05,True
