arm,n,mean,ci_lo,ci_hi
mlp,12,83.74253472222223,83.09091073064754,84.39415871379693
gnn_true,12,94.71111111111111,88.48624614231682,100.9359760799054
gnn_wrong,12,83.23559027777777,82.45614449393537,84.01503606162018
gnn_complete,12,83.52569444444443,82.76477819666391,84.28661069222494
