comparison,advantage,cohens_d,welch_p_holm,mwu_p,significant
gnn_true_vs_gnn_wrong,15.687673611111109,5.390815129518102,3.291433828868854e-08,3.6584553538971e-05,True
gnn_true_vs_gnn_complete,15.158854166666664,5.114800366116591,3.291433828868854e-08,3.6584553538971e-05,True
gnn_true_vs_mlp,16.25295138888888,5.6212410443032494,3.291433828868854e-08,3.6584553538971e-05,True
