run_id,algo,env,seed,episode,env_step,return,episode_len,epsilon,loss,grad_norm,wallclock_s
qmix__N4__line__seed0,qmix,coord_grid,0,0,25,5.0,25,0.99981,,,0.003863167017698288
qmix__N4__line__seed0,qmix,coord_grid,0,1,50,0.0,25,0.9996120833333333,,,0.005382958974223584
qmix__N4__line__seed0,qmix,coord_grid,0,2,75,1.0,25,0.9994141666666667,,,0.007130125013645738
qmix__N4__line__seed0,qmix,coord_grid,0,3,100,5.0,25,0.99921625,,,0.009137500019278377
qmix__N4__line__seed0,qmix,coord_grid,0,4,125,1.0,25,0.9990183333333333,,,0.010620708984788507
qmix__N4__line__seed0,qmix,coord_grid,0,5,150,1.0,25,0.9988204166666667,,,0.012074583966750652
qmix__N4__line__seed0,qmix,coord_grid,0,6,175,0.0,25,0.9986225,,,0.01352854201104492
qmix__N4__line__seed0,qmix,coord_grid,0,7,200,1.0,25,0.9984245833333333,,,0.01505674998043105
qmix__N4__line__seed0,qmix,coord_grid,0,8,225,0.0,25,0.9982266666666667,0.06609803172094482,0.5658534637519291,0.04762525000842288
qmix__N4__line__seed0,qmix,coord_grid,0,9,250,1.0,25,0.99802875,0.07369184059401353,0.2703558678428332,0.058206417015753686
qmix__N4__line__seed0,qmix,coord_grid,0,10,275,2.0,25,0.9978308333333333,0.0502344494064649,0.34444518635670346,0.06891312496736646
qmix__N4__line__seed0,qmix,coord_grid,0,11,300,1.0,25,0.9976329166666666,0.055599732945362725,0.2425904298822085,0.07875629200134426
qmix__N4__line__seed0,qmix,coord_grid,0,12,325,4.0,25,0.997435,0.05595404202384608,0.2198815494775772,0.08978408400435
qmix__N4__line__seed0,qmix,coord_grid,0,13,350,3.0,25,0.9972370833333334,0.03705002708981434,0.3313453992207845,0.09951629198621958
qmix__N4__line__seed0,qmix,coord_grid,0,14,375,3.0,25,0.9970391666666667,0.03586795786395669,0.23585390547911325,0.1091913339914754
qmix__N4__line__seed0,qmix,coord_grid,0,15,400,3.0,25,0.99684125,0.05237094095597664,0.23807313169042268,0.1188173340051435
qmix__N4__line__seed0,qmix,coord_grid,0,16,425,2.0,25,0.9966433333333333,0.04504287748464516,0.20898092431681498,0.12987537501612678
qmix__N4__line__seed0,qmix,coord_grid,0,17,450,2.0,25,0.9964454166666666,0.05303369058916966,0.28892966359853745,0.13958754198392853
qmix__N4__line__seed0,qmix,coord_grid,0,18,475,3.0,25,0.9962475,0.04530404135584831,0.2742181047797203,0.14984995900886133
qmix__N4__line__seed0,qmix,coord_grid,0,19,500,1.0,25,0.9960495833333334,0.05939645630617937,0.2122894674539566,0.15972137497738004
qmix__N4__line__seed0,qmix,coord_grid,0,20,525,0.0,25,0.9958516666666667,0.06301435202892337,0.27869005501270294,0.17258329200558364
qmix__N4__line__seed0,qmix,coord_grid,0,21,550,2.0,25,0.99565375,0.03553849567348758,0.23358177642027536,0.18396404199302197
qmix__N4__line__seed0,qmix,coord_grid,0,22,575,3.0,25,0.9954558333333333,0.06118679977953434,0.26103663196166355,0.1942147919908166
qmix__N4__line__seed0,qmix,coord_grid,0,23,600,2.0,25,0.9952579166666666,0.03521675989031792,0.2672657097379367,0.20427508401917294
qmix__N4__line__seed0,qmix,coord_grid,0,24,625,4.0,25,0.9950600000000001,0.05045146681368351,0.22423283117158072,0.2157587920082733
qmix__N4__line__seed0,qmix,coord_grid,0,25,650,4.0,25,0.9948620833333334,0.04838773204634587,0.19835294783115387,0.22613483399618417
qmix__N4__line__seed0,qmix,coord_grid,0,26,675,1.0,25,0.9946641666666667,0.035351686334858336,0.17304873218139014,0.2363212089985609
qmix__N4__line__seed0,qmix,coord_grid,0,27,700,0.0,25,0.99446625,0.04885257035493851,0.20494356378912926,0.24656133400276303
qmix__N4__line__seed0,qmix,coord_grid,0,28,725,5.0,25,0.9942683333333333,0.05514168260352952,0.17951001971960068,0.2580384589964524
qmix__N4__line__seed0,qmix,coord_grid,0,29,750,4.0,25,0.9940704166666666,0.047358885407447815,0.2414838212231795,0.2687432920210995
qmix__N4__line__seed0,qmix,coord_grid,0,30,775,2.0,25,0.9938725,0.04152982588857412,0.22244782000780106,0.2793212090036832
qmix__N4__line__seed0,qmix,coord_grid,0,31,800,5.0,25,0.9936745833333334,0.053580004100998245,0.21563940743605295,0.28940762497950345
qmix__N4__line__seed0,qmix,coord_grid,0,32,825,1.0,25,0.9934766666666667,0.07690508184688431,0.24622291645833425,0.3005567920044996
qmix__N4__line__seed0,qmix,coord_grid,0,33,850,3.0,25,0.99327875,0.05393389115730921,0.2416458527247111,0.311109124973882
qmix__N4__line__seed0,qmix,coord_grid,0,34,875,1.0,25,0.9930808333333333,0.059308656646559633,0.2191488966345787,0.32129737501963973
qmix__N4__line__seed0,qmix,coord_grid,0,35,900,3.0,25,0.9928829166666666,0.05528548670311769,0.2212494040528933,0.3308167919749394
qmix__N4__line__seed0,qmix,coord_grid,0,36,925,2.0,25,0.992685,0.043785897216626575,0.16659172624349594,0.34260799997719005
qmix__N4__line__seed0,qmix,coord_grid,0,37,950,1.0,25,0.9924870833333334,0.051203854071597256,0.22489545121788979,0.3529896250111051
qmix__N4__line__seed0,qmix,coord_grid,0,38,975,1.0,25,0.9922891666666667,0.0648215531061093,0.23829217006762823,0.36344495898811147
qmix__N4__line__seed0,qmix,coord_grid,0,39,1000,2.0,25,0.99209125,0.0407223446915547,0.2871929655472438,0.37382620899006724
qmix__N4__line__seed0,qmix,coord_grid,0,40,1025,3.0,25,0.9918933333333333,0.05310501264674323,0.46375674860818045,0.3853917919914238
qmix__N4__line__seed0,qmix,coord_grid,0,41,1050,3.0,25,0.9916954166666667,0.04187373506526152,0.23310444255669913,0.39562687498982996
qmix__N4__line__seed0,qmix,coord_grid,0,42,1075,2.0,25,0.9914975,0.05469327854613463,0.26991629352172214,0.40577999997185543
qmix__N4__line__seed0,qmix,coord_grid,0,43,1100,4.0,25,0.9912995833333333,0.035869732654343046,0.32165208210547763,0.41560983401723206
qmix__N4__line__seed0,qmix,coord_grid,0,44,1125,2.0,25,0.9911016666666667,0.038528827019035816,0.2286039495042392,0.4272557920194231
qmix__N4__line__seed0,qmix,coord_grid,0,45,1150,5.0,25,0.99090375,0.04558390937745571,0.25202470769484836,0.43731854198267683
qmix__N4__line__seed0,qmix,coord_grid,0,46,1175,1.0,25,0.9907058333333333,0.06497017107903957,0.22685678551594415,0.4474519999930635
qmix__N4__line__seed0,qmix,coord_grid,0,47,1200,5.0,25,0.9905079166666667,0.03947666070113579,0.20906450599431992,0.45753533398965374
qmix__N4__line__seed0,qmix,coord_grid,0,48,1225,1.0,25,0.99031,0.05485774842756135,0.2820938250848225,0.4693235419690609
