n_agents,comparison,delta,welch_raw_p,welch_holm3_p,welch_holm_allpairs_p,mannwhitney_p,sig_holm3,sig_mwu
4,convergence: QMIX - GNN-QMIX,10.140000000000015,2.4825992016582822e-05,6.488587923308601e-05,0.0001514003848772007,0.0001816511460914649,True,True
4,graph: GNN-QMIX - MLP-QMIX,-10.599666666666693,2.162862641102867e-05,6.488587923308601e-05,0.0001514003848772007,0.0001816511460914649,True,True
4,capacity: MLP-QMIX - QMIX,0.45966666666667777,0.5535982212846671,0.5535982212846671,0.7879286757584649,0.5205228832757727,False,False
8,convergence: QMIX - GNN-QMIX,86.62483333333333,4.850002839358658e-06,1.4550008518075976e-05,3.8800022714869266e-05,0.00018267179110955002,True,True
8,graph: GNN-QMIX - MLP-QMIX,-86.62566666666666,8.797632497740984e-06,1.759526499548197e-05,6.15834274841869e-05,0.00018267179110955002,True,True
8,capacity: MLP-QMIX - QMIX,0.0008333333333325754,0.9997886489163661,0.9997886489163661,0.9997886489163661,0.04515456962427901,False,True
