n_agents,comparison,delta,cohen_d,welch_raw_p,welch_holm_p,mannwhitney_p,sig_holm,sig_mwu
4,graph (multi-head): DGN-QMIX - MLP-QMIX,-10.25533333333334,-4.48622886133431,1.5588337191585852e-07,6.235334876634341e-07,0.00018267179110955002,True,True
4,vs single-head GAT: DGN-QMIX - GAT-QMIX,-2.4243333333333226,-0.566482029253394,0.22605484841498633,0.45210969682997265,0.27303633975118835,False,False
4,vs fixed GCN: DGN-QMIX - GNN-QMIX,0.3443333333333527,0.09108328837418206,0.8412826831302849,0.8412826831302849,0.969838641404833,False,False
4,net: DGN-QMIX - QMIX,-9.795666666666662,-3.979432216045897,1.602921378825999e-07,6.235334876634341e-07,0.00018267179110955002,True,True
8,graph (multi-head): DGN-QMIX - MLP-QMIX,-33.49849999999998,-1.5677180796359247,0.006422553186309899,0.019267659558929697,0.0002461281279052297,True,True
8,vs single-head GAT: DGN-QMIX - GAT-QMIX,21.283333333333346,0.9113322823580963,0.0631227229693144,0.0631227229693144,0.031209012771740218,False,True
8,vs fixed GCN: DGN-QMIX - GNN-QMIX,53.12716666666668,1.742428853843725,0.0010598523474647363,0.004239409389858945,0.003610514312329602,True,True
8,net: DGN-QMIX - QMIX,-33.497666666666646,-1.5087453053122977,0.0064853827928243474,0.019267659558929697,0.0010079762403767444,True,True
