a,b,metric_a,metric_b,stat,p_raw,p_holm,test
qmix,gnn_qmix,142.99716666666666,78.45349999999999,6.754060388630448,5.383210453722277e-05,0.00016149631361166833,welch
qmix,mlp_qmix,142.99716666666666,144.24200000000002,-0.5636833802625908,0.5833189426097847,0.5833189426097847,welch
gnn_qmix,mlp_qmix,78.45349999999999,144.24200000000002,-7.017473550881161,5.713924332591009e-05,0.00016149631361166833,welch
