n_agents,comparison,delta,welch_raw_p,welch_holm3_p,welch_holm_allpairs_p,mannwhitney_p,sig_holm3,sig_mwu
4,convergence: QMIX - GNN-QMIX,9.49916666666666,0.0025761610359073556,0.00551675140919956,0.00551675140919956,0.00018267179110955002,True,True
4,graph: GNN-QMIX - MLP-QMIX,-10.038166666666669,0.0018389171363998535,0.00551675140919956,0.00551675140919956,0.00018267179110955002,True,True
4,capacity: MLP-QMIX - QMIX,0.5390000000000086,0.06984911163101541,0.06984911163101541,0.06984911163101541,0.06402210128302689,False,False
8,convergence: QMIX - GNN-QMIX,64.54366666666667,5.383210453722277e-05,0.00016149631361166833,0.00016149631361166833,0.00018267179110955002,True,True
8,graph: GNN-QMIX - MLP-QMIX,-65.78850000000003,5.713924332591009e-05,0.00016149631361166833,0.00016149631361166833,0.00018267179110955002,True,True
8,capacity: MLP-QMIX - QMIX,1.2448333333333608,0.5833189426097847,0.5833189426097847,0.5833189426097847,0.7337299956962472,False,False
