algo,n_agents,n_seeds,final_mean,ci_lo,ci_hi
gnn_qmix,4,10,52.932833333333335,47.71381401080644,58.15185265586023
mlp_qmix,4,10,62.971000000000004,62.68190276560297,63.26009723439704
qmix,4,10,62.431999999999995,61.88368677949724,62.98031322050275
gnn_qmix,8,10,78.45349999999999,57.33318801084022,99.57381198915976
mlp_qmix,8,10,144.24200000000002,142.31959196434866,146.16440803565138
qmix,8,10,142.99716666666666,138.38613186174143,147.60820147159188
