a,b,metric_a,metric_b,stat,p_raw,p_holm,test
qmix,gnn_qmix,336.5573333333333,60.602,37.364150440584574,3.318921125055458e-11,6.637842250110916e-11,welch
qmix,mlp_qmix,336.5573333333333,327.9934999999999,1.4259435098819901,0.1874986050830767,0.1874986050830767,welch
gnn_qmix,mlp_qmix,60.602,327.9934999999999,-28.112923212192403,7.174105689973878e-16,2.1522317069921636e-15,welch
