n_agents,comparison,delta,welch_raw_p,welch_holm3_p,welch_holm_allpairs_p,mannwhitney_p,sig_holm3,sig_mwu
12,convergence: QMIX - GNN-QMIX,160.48616666666672,1.7039979430029823e-07,3.4079958860059646e-07,3.4079958860059646e-07,0.00018267179110955002,True,True
12,graph: GNN-QMIX - MLP-QMIX,-153.38400000000001,8.53114116409564e-08,2.5593423492286923e-07,2.5593423492286923e-07,0.00018267179110955002,True,True
12,capacity: MLP-QMIX - QMIX,-7.1021666666667045,0.04831258474923006,0.04831258474923006,0.04831258474923006,0.0017062493689195964,True,True
16,convergence: QMIX - GNN-QMIX,275.95533333333333,3.318921125055458e-11,6.637842250110916e-11,6.637842250110916e-11,0.00018267179110955002,True,True
16,graph: GNN-QMIX - MLP-QMIX,-267.39149999999995,7.174105689973878e-16,2.1522317069921636e-15,2.1522317069921636e-15,0.00018267179110955002,True,True
16,capacity: MLP-QMIX - QMIX,-8.563833333333378,0.1874986050830767,0.1874986050830767,0.1874986050830767,0.0022022199424970783,False,True
