a,b,metric_a,metric_b,stat,p_raw,p_holm,test
qmix,gnn_qmix,252.56133333333338,92.07516666666666,14.26241991156786,1.7039979430029823e-07,3.4079958860059646e-07,welch
qmix,mlp_qmix,252.56133333333338,245.45916666666668,2.2724913283589143,0.04831258474923006,0.04831258474923006,welch
gnn_qmix,mlp_qmix,92.07516666666666,245.45916666666668,-13.148599640957475,8.53114116409564e-08,2.5593423492286923e-07,welch
