algo,n_agents,n_seeds,final_mean,ci_lo,ci_hi
gnn_qmix,12,10,92.07516666666666,66.6356615850159,117.51467174831743
mlp_qmix,12,10,245.45916666666668,238.44402732276285,252.4743060105705
qmix,12,10,252.56133333333338,251.6833383791347,253.43932828753205
gnn_qmix,16,10,60.602,43.90616954287265,77.29783045712735
mlp_qmix,16,10,327.9934999999999,314.4217081483681,341.56529185163174
qmix,16,10,336.5573333333333,335.9381773919388,337.1764892747278
