arm,algo,env_graph,cell,task,suite,obs,n_agents,seed,run_dir,steps,n_episodes,final
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,0,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed0,150000,6000,48.72416666666667
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,1,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed1,150000,6000,61.60333333333333
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,2,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed2,150000,6000,45.285833333333336
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,3,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed3,150000,6000,49.41833333333334
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,4,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed4,150000,6000,49.87583333333333
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,5,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed5,150000,6000,49.14958333333333
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,6,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed6,150000,6000,60.2525
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,7,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed7,150000,6000,62.30166666666667
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,8,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed8,150000,6000,42.619166666666665
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,9,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed9,150000,6000,51.836666666666666
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,10,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed10,150000,6000,38.4425
dcg_canonical_true,dcg,relay,C,C,classical,ego,6,11,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_canonical_true__cellC_N6_ego_150000steps__seed11,150000,6000,54.572916666666664
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,0,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed0,150000,6000,50.86125
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,1,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed1,150000,6000,63.48708333333333
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,2,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed2,150000,6000,59.56916666666667
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,3,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed3,150000,6000,63.45625
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,4,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed4,150000,6000,57.78875
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,5,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed5,150000,6000,53.45458333333333
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,6,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed6,150000,6000,60.44916666666666
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,7,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed7,150000,6000,63.540416666666665
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,8,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed8,150000,6000,57.095
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,9,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed9,150000,6000,51.67333333333333
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,10,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed10,150000,6000,43.905833333333334
dcg_jointobs_complete,dcg,complete,C,C,classical,ego,6,11,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_complete__cellC_N6_ego_150000steps__seed11,150000,6000,59.857083333333335
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,0,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed0,150000,6000,46.468333333333334
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,1,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed1,150000,6000,61.18875
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,2,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed2,150000,6000,55.91375
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,3,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed3,150000,6000,56.23458333333333
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,4,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed4,150000,6000,58.485
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,5,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed5,150000,6000,61.94541666666667
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,6,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed6,150000,6000,61.094166666666666
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,7,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed7,150000,6000,61.229166666666664
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,8,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed8,150000,6000,55.61125
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,9,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed9,150000,6000,56.59375
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,10,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed10,150000,6000,47.41125
dcg_jointobs_true,dcg,relay,C,C,classical,ego,6,11,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_true__cellC_N6_ego_150000steps__seed11,150000,6000,55.9225
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,0,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed0,150000,6000,48.85458333333333
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,1,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed1,150000,6000,61.46625
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,2,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed2,150000,6000,57.01416666666667
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,3,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed3,150000,6000,60.61125
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,4,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed4,150000,6000,59.47
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,5,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed5,150000,6000,55.38583333333333
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,6,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed6,150000,6000,60.513333333333335
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,7,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed7,150000,6000,61.89
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,8,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed8,150000,6000,61.97833333333333
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,9,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed9,150000,6000,50.53666666666667
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,10,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed10,150000,6000,42.44916666666666
dcg_jointobs_wrong,dcg,relay_wrong,C,C,classical,ego,6,11,results\phaseC_classical\cellC_N6_ego_150000steps\dcg_jointobs_wrong__cellC_N6_ego_150000steps__seed11,150000,6000,57.16916666666667
gat_true,gat_qmix,relay,C,C,classical,ego,6,0,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed0,150000,6000,63.391666666666666
gat_true,gat_qmix,relay,C,C,classical,ego,6,1,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed1,150000,6000,62.48125
gat_true,gat_qmix,relay,C,C,classical,ego,6,2,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed2,150000,6000,63.63916666666667
gat_true,gat_qmix,relay,C,C,classical,ego,6,3,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed3,150000,6000,64.34916666666666
gat_true,gat_qmix,relay,C,C,classical,ego,6,4,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed4,150000,6000,63.70333333333333
gat_true,gat_qmix,relay,C,C,classical,ego,6,5,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed5,150000,6000,63.208333333333336
gat_true,gat_qmix,relay,C,C,classical,ego,6,6,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed6,150000,6000,63.45041666666667
gat_true,gat_qmix,relay,C,C,classical,ego,6,7,results\phaseC_classical\cellC_N6_ego_150000steps\gat_true__cellC_N6_ego_150000steps__seed7,150000,6000,63.57958333333333
