comparison,advantage,cohens_d,welch_p_holm,mwu_p,significant
gnn_true_vs_mlp,45.00638888888891,12.57684397637006,1.561386365343154e-11,3.6584553538971e-05,True
gnn_true_vs_gcn_complete,44.246423611111126,12.296610727556452,1.561386365343154e-11,3.6584553538971e-05,True
gnn_true_vs_gat_complete,43.882812500000014,12.143273356469189,1.561386365343154e-11,3.6584553538971e-05,True
gnn_true_vs_dgn_complete,41.701006944444465,11.021084629179562,1.926115847883445e-12,3.6584553538971e-05,True
gnn_true_vs_gat_true,-1.750729166666659,-0.34149690077745076,0.41187866530181005,0.3708443333042212,False
gnn_true_vs_dgn_true,-17.5251736111111,-1.6595325541690373,0.0023828985195510867,0.0020095048556600134,False
