arm,n,mean,ci_lo,ci_hi
mlp,12,49.95746527777777,49.798705770131555,50.11622478542399
gnn_true,12,94.96385416666668,91.75230936710096,98.1753989662324
gcn_complete,12,50.71743055555555,50.34374285515442,51.09111825595669
gat_complete,12,51.081041666666664,50.6016073002172,51.560476033116124
dgn_complete,12,53.26284722222221,52.14697554122441,54.37871890322002
gat_true,12,96.71458333333334,93.41214821623302,100.01701845043365
dgn_true,12,112.48902777777778,103.56008025270887,121.41797530284668
