step,episode,kind,ep_return,ep_length,ep_success,rolling_success_100,epsilon,loss,q_mean,q_tot_mean,eval_return_mean,eval_return_std,eval_success_rate,eval_length_mean
25,1,train,-40.99764146739791,25,0,0.0,0.99848,,,,,,,
50,2,train,-37.164961737222086,25,0,0.0,0.9968966666666667,,,,,,,
75,3,train,-32.7950999880665,25,0,0.0,0.9953133333333334,,,,,,,
100,4,train,-33.34628555536433,25,0,0.0,0.99373,,,,,,,
125,5,train,-32.356496609356,25,0,0.0,0.9921466666666666,,,,,,,
150,6,train,-37.370041516679414,25,0,0.0,0.9905633333333334,,,,,,,
175,7,train,-34.69021238036896,25,0,0.0,0.98898,,,,,,,
200,8,train,-40.37324629188635,25,0,0.0,0.9873966666666667,,,,,,,
225,9,train,-35.707646411123385,25,0,0.0,0.9858133333333333,,,,,,,
250,10,train,-40.0594308589723,25,0,0.0,0.98423,,,,,,,
275,11,train,-34.941646233167006,25,0,0.0,0.9826466666666667,,,,,,,
300,12,train,-31.246059758594097,25,0,0.0,0.9810633333333333,,,,,,,
325,13,train,-40.50308521148934,25,0,0.0,0.97948,,,,,,,
350,14,train,-25.093972316582732,25,0,0.0,0.9778966666666666,,,,,,,
375,15,train,-43.949376596954465,25,0,0.0,0.9763133333333334,,,,,,,
400,16,train,-33.344742660528055,25,0,0.0,0.97473,,,,,,,
425,17,train,-30.53158874061185,25,0,0.0,0.9731466666666667,,,,,,,
450,18,train,-42.97562884926937,25,0,0.0,0.9715633333333333,,,,,,,
475,19,train,-31.422530352061962,25,0,0.0,0.96998,,,,,,,
500,20,train,-43.14920700965516,25,0,0.0,0.9683966666666667,,,,,,,
525,21,train,-27.6805106720216,25,0,0.0,0.9668133333333333,,,,,,,
550,22,train,-39.92027202630036,25,0,0.0,0.96523,,,,,,,
575,23,train,-36.930154909967364,25,0,0.0,0.9636466666666667,,,,,,,
600,24,train,-35.60805037088608,25,0,0.0,0.9620633333333334,,,,,,,
625,25,train,-37.85373430221712,25,0,0.0,0.96048,,,,,,,
650,26,train,-37.40459223786354,25,0,0.0,0.9588966666666666,,,,,,,
675,27,train,-35.56440908071646,25,0,0.0,0.9573133333333333,,,,,,,
700,28,train,-39.31757033379921,25,0,0.0,0.95573,,,,,,,
725,29,train,-35.08426371496438,25,0,0.0,0.9541466666666667,,,,,,,
750,30,train,-33.02837837724666,25,0,0.0,0.9525633333333333,,,,,,,
775,31,train,-29.519105485630874,25,0,0.0,0.95098,,,,,,,
800,32,train,-46.930326667609364,25,0,0.0,0.9493966666666667,,,,,,,
825,33,train,-40.126043865612004,25,0,0.0,0.9478133333333333,,,,,,,
850,34,train,-37.270968792854525,25,0,0.0,0.94623,,,,,,,
875,35,train,-38.224021923990264,25,0,0.0,0.9446466666666666,,,,,,,
900,36,train,-29.89058064620412,25,0,0.0,0.9430633333333334,,,,,,,
925,37,train,-31.14332047207231,25,0,0.0,0.94148,,,,,,,
950,38,train,-36.60790341981667,25,0,0.0,0.9398966666666667,,,,,,,
975,39,train,-28.702485934308225,25,0,0.0,0.9383133333333333,,,,,,,
1000,40,train,-43.93473905507733,25,0,0.0,0.93673,1.8792598247528076,,-0.0022980300709605217,,,,
1025,41,train,-38.438051849058496,25,0,0.0,0.9351466666666667,0.29273730516433716,,-1.770946979522705,,,,
1050,42,train,-32.8609765368598,25,0,0.0,0.9335633333333333,0.11253336071968079,,-1.3877558708190918,,,,
1075,43,train,-28.86553362330579,25,0,0.0,0.93198,0.09525106847286224,,-1.4112858772277832,,,,
1100,44,train,-45.94296853658685,25,0,0.0,0.9303966666666666,0.07900556176900864,,-1.4707129001617432,,,,
1125,45,train,-27.7878898798687,25,0,0.0,0.9288133333333334,0.0548720583319664,,-1.4524292945861816,,,,
1150,46,train,-40.716778266863585,25,0,0.0,0.92723,0.062082622200250626,,-1.3392027616500854,,,,
1175,47,train,-36.329933048074174,25,0,0.0,0.9256466666666667,0.0457230843603611,,-1.4110279083251953,,,,
1200,48,train,-27.83460274813764,25,0,0.0,0.9240633333333333,2.2433807849884033,,-1.4985969066619873,,,,
1225,49,train,-35.66132209431005,25,0,0.0,0.92248,0.23443558812141418,,-2.501335620880127,,,,
1250,50,train,-30.596657549982933,25,0,0.0,0.9208966666666667,0.22395259141921997,,-2.622541904449463,,,,
1275,51,train,-36.45454636729883,25,0,0.0,0.9193133333333333,0.09697899967432022,,-2.634972095489502,,,,
1300,52,train,-35.79769936340245,25,0,0.0,0.91773,0.09306495636701584,,-2.6149792671203613,,,,
1325,53,train,-29.08863373379885,25,0,0.0,0.9161466666666667,0.0504082590341568,,-2.6404833793640137,,,,
1350,54,train,-34.84358329267935,25,0,0.0,0.9145633333333334,0.109940305352211,,-2.687926769256592,,,,
1375,55,train,-27.22281994854634,25,0,0.0,0.91298,0.10147543996572495,,-2.7134604454040527,,,,
1400,56,train,-30.842321018794387,25,0,0.0,0.9113966666666666,1.4610638618469238,,-2.722781181335449,,,,
1425,57,train,-30.494222363436904,25,0,0.0,0.9098133333333334,0.6060395836830139,,-3.755370616912842,,,,
1450,58,train,-32.224575786442,25,0,0.0,0.90823,0.5271696448326111,,-3.7467241287231445,,,,
1475,59,train,-35.20579951617103,25,0,0.0,0.9066466666666667,0.39207667112350464,,-4.12021541595459,,,,
1500,60,train,-30.33369265316574,25,0,0.0,0.9050633333333333,0.5131115317344666,,-3.7505884170532227,,,,
1525,61,train,-43.82165571380126,25,0,0.0,0.9034800000000001,0.22666791081428528,,-3.9528064727783203,,,,
1550,62,train,-24.432577606884557,25,0,0.0,0.9018966666666667,0.2887795567512512,,-3.684276580810547,,,,
1575,63,train,-45.374036231600265,25,0,0.0,0.9003133333333333,0.32794538140296936,,-3.799478530883789,,,,
1600,64,train,-36.2969563068541,25,0,0.0,0.89873,0.8472101092338562,,-3.615896701812744,,,,
1625,65,train,-40.98209911958295,25,0,0.0,0.8971466666666666,0.39485400915145874,,-4.46979284286499,,,,
1650,66,train,-30.532736706680954,25,0,0.0,0.8955633333333334,0.6572675704956055,,-4.208740234375,,,,
1675,67,train,-29.519194398842043,25,0,0.0,0.89398,0.7572774291038513,,-4.352740287780762,,,,
1700,68,train,-41.363749289765416,25,0,0.0,0.8923966666666667,0.4686311185359955,,-4.312807083129883,,,,
1725,69,train,-34.241045906589264,25,0,0.0,0.8908133333333333,0.3975547254085541,,-4.32514762878418,,,,
1750,70,train,-28.763926618773432,25,0,0.0,0.88923,0.3210369348526001,,-4.563957214355469,,,,
1775,71,train,-36.87120278914536,25,0,0.0,0.8876466666666667,0.958031177520752,,-4.549308776855469,,,,
1800,72,train,-35.3520697964421,25,0,0.0,0.8860633333333333,0.5877026319503784,,-4.356654167175293,,,,
1825,73,train,-29.01206236314557,25,0,0.0,0.88448,0.7643365859985352,,-4.991697311401367,,,,
1850,74,train,-29.613976890984095,25,0,0.0,0.8828966666666667,0.4011971354484558,,-4.876287937164307,,,,
1875,75,train,-31.774625602492698,25,0,0.0,0.8813133333333334,0.45738208293914795,,-4.529657363891602,,,,
1900,76,train,-38.47978395996532,25,0,0.0,0.87973,0.39743226766586304,,-4.630703926086426,,,,
1925,77,train,-32.80826214111679,25,0,0.0,0.8781466666666666,0.4061918556690216,,-4.858685493469238,,,,
1950,78,train,-35.76153506791923,25,0,0.0,0.8765633333333334,0.39341026544570923,,-4.721035003662109,,,,
1975,79,train,-33.08423288445951,25,0,0.0,0.87498,0.11433109641075134,,-4.77866268157959,,,,
2000,80,train,-39.854920829979555,25,0,0.0,0.8733966666666666,1.198753833770752,,-4.813616752624512,,,,
2025,81,train,-38.79995380596164,25,0,0.0,0.8718133333333333,0.28068989515304565,,-5.376178741455078,,,,
2050,82,train,-36.20647052552583,25,0,0.0,0.8702300000000001,0.6898941397666931,,-5.302591323852539,,,,
2075,83,train,-34.35873750849693,25,0,0.0,0.8686466666666667,0.4900169372558594,,-5.187796592712402,,,,
