a,b,mean_a,mean_b,stat,p_raw,p_holm,test
iql,vdn,46.00555555555556,83.08055555555556,-2.7453705424695847,0.1033809501283207,0.13978549704099494,welch
iql,qmix,46.00555555555556,167.75833333333333,-49.25036648901768,0.0003202862140147763,0.0019217172840886578,welch
iql,gnn_qmix,46.00555555555556,21.119444444444444,3.1239148447243767,0.06989274852049747,0.13978549704099494,welch
vdn,qmix,83.08055555555556,167.75833333333333,-6.3738667950268555,0.02366390457710676,0.09465561830842704,welch
vdn,gnn_qmix,83.08055555555556,21.119444444444444,4.0518569735150285,0.02426342738276394,0.09465561830842704,welch
qmix,gnn_qmix,167.75833333333333,21.119444444444444,19.3239588971878,0.0026176176019168354,0.013088088009584177,welch
