a,b,mean_a,mean_b,stat,p_raw,p_holm,test
iql,vdn,30.508333333333336,51.205555555555556,-5.15109396650139,0.025402870754797975,0.05080574150959595,welch
iql,qmix,30.508333333333336,83.5,-45.82852293651775,0.00025929364578572287,0.0015557618747143371,welch
iql,gnn_qmix,30.508333333333336,23.127777777777776,2.5889112433031616,0.08967361578407985,0.08967361578407985,welch
vdn,qmix,51.205555555555556,83.5,-8.357646510049388,0.013673485293337099,0.0410204558800113,welch
vdn,gnn_qmix,51.205555555555556,23.127777777777776,6.024501221798664,0.005709297538280276,0.022837190153121103,welch
qmix,gnn_qmix,83.5,23.127777777777776,22.96054883674988,0.0017299135140881792,0.008649567570440896,welch
