n_agents,graph,gnn_qmix_mean,qmix_mean,gap_mean,h1_p_one_sided
4,erdos_renyi,6.5694444444444455,84.64722222222223,-78.07777777777778,0.9999934429390371
4,ring,23.127777777777776,83.5,-60.37222222222222,0.9991350432429559
8,erdos_renyi,8.527777777777777,137.50555555555556,-128.9777777777778,0.9833175483218569
8,ring,21.119444444444444,167.75833333333333,-146.63888888888889,0.9986911911990416
