a,b,mean_a,mean_b,stat,p_raw,p_holm,test
iql,vdn,31.919444444444448,61.40277777777778,-13.814493511995591,0.0016001082135065673,0.0032002164270131346,welch
iql,qmix,31.919444444444448,84.64722222222223,-25.734857244057455,0.0007482239026757555,0.0022446717080272668,welch
iql,gnn_qmix,31.919444444444448,6.5694444444444455,12.757860479644448,0.005850990911540371,0.005850990911540371,welch
vdn,qmix,61.40277777777778,84.64722222222223,-24.536002600955513,5.345648272371446e-05,0.0002672824136185723,welch
vdn,gnn_qmix,61.40277777777778,6.5694444444444455,68.12934466465903,0.0001354616974543016,0.0005418467898172064,welch
qmix,gnn_qmix,84.64722222222223,6.5694444444444455,144.79813635512232,1.3114121925752074e-05,7.868473155451245e-05,welch
