a,b,mean_a,mean_b,stat,p_raw,p_holm,test
iql,vdn,28.85833333333333,52.63916666666667,-8.737694304705856,3.6759252433716815e-06,1.1027775730115044e-05,welch
iql,qmix,28.85833333333333,83.29166666666666,-48.16073786628481,2.0074747062598826e-20,1.2044848237559296e-19,welch
iql,gnn_qmix,28.85833333333333,34.755833333333335,-1.3401061332401902,0.21114085937413204,0.21114085937413204,welch
vdn,qmix,52.63916666666667,83.29166666666666,-11.205221817939501,2.8429554294274767e-07,1.4214777147137385e-06,welch
vdn,gnn_qmix,52.63916666666667,34.755833333333335,3.5363974128784483,0.0030551002291911446,0.006110200458382289,welch
qmix,gnn_qmix,83.29166666666666,34.755833333333335,11.007375927817945,8.919716922137627e-07,3.567886768855051e-06,welch
